CustomerID,Tenure,MonthlyCharges,TotalCharges,Contract,InternetService,SupportTickets,Churn
2465,38,106.19,2638.21,Month-to-Month,DSL,5,0
2466,14,85.41,3742.56,Month-to-Month,DSL,5,1
2467,62,71.16,4096.36,Month-to-Month,DSL,1,0
2468,35,35.89,3461.76,One Year,No,6,1
2469,19,25.35,2256.03,Month-to-Month,Fiber Optic,1,0
2470,30,64.57,1958.56,Month-to-Month,No,6,1
2471,25,24.93,3881.16,Month-to-Month,DSL,7,0
2472,40,76.93,2637.75,Month-to-Month,DSL,0,1
2473,14,58.27,3551.49,Month-to-Month,Fiber Optic,8,0
2474,26,95.72,4462.95,One Year,Fiber Optic,7,0
2475,22,50.56,4587.86,Month-to-Month,DSL,8,0
2476,48,79.3,1460.81,Two Year,DSL,4,1
2477,51,73.77,1020.66,Month-to-Month,DSL,3,1
2478,3,20.47,1380.31,Two Year,DSL,0,0
2479,42,27.24,3781.72,Month-to-Month,Fiber Optic,8,0
2480,19,49.04,1913.28,One Year,DSL,3,0
2481,28,108.22,949.61,One Year,DSL,3,0
2482,45,34.7,582.09,Two Year,DSL,3,1
2483,71,91.09,1703.83,One Year,DSL,1,0
2484,63,117.34,767.07,Two Year,No,3,0
2485,19,99.06,866.23,One Year,DSL,1,0
2486,47,44.29,3451.03,One Year,DSL,7,1
2487,14,110.84,196.69,Two Year,Fiber Optic,6,0
2488,38,29.31,676.01,One Year,Fiber Optic,9,0
2489,53,66.81,4237.39,Month-to-Month,Fiber Optic,1,1
2490,61,108.75,4240.08,Month-to-Month,DSL,1,0
2491,36,84.13,1713.29,Two Year,Fiber Optic,1,1
2492,40,61.36,530.97,Month-to-Month,Fiber Optic,0,0
2493,30,49.28,3554.35,One Year,DSL,5,0
2494,9,57.51,1864.65,Month-to-Month,DSL,5,1
2495,64,70.89,322.78,Month-to-Month,Fiber Optic,0,1
2496,33,51.9,873.35,One Year,Fiber Optic,0,0
2497,52,116.9,772.35,Month-to-Month,No,5,0
2498,14,113.31,2986.67,Month-to-Month,Fiber Optic,5,0
2499,53,107.07,4500.78,Month-to-Month,Fiber Optic,3,0
2500,59,62.18,3986.05,Month-to-Month,DSL,2,0
2501,41,89.13,2777.93,One Year,No,8,1
2502,68,110.28,2168.56,Month-to-Month,Fiber Optic,5,1
2503,68,105.04,3131.52,One Year,Fiber Optic,0,0
2504,8,61.43,2274.68,Month-to-Month,DSL,2,0
2505,2,31.24,1305.89,Two Year,DSL,0,0
2506,41,27.56,3428.07,Month-to-Month,Fiber Optic,2,0
2507,55,77.71,4378.9,Month-to-Month,DSL,1,0
2508,16,84.26,1927.06,Month-to-Month,DSL,4,1
2509,62,104.98,4223.54,Month-to-Month,DSL,2,0
2510,48,49.25,2212.3,Month-to-Month,DSL,6,0
2511,30,36.75,2066.55,Two Year,Fiber Optic,7,0
2512,12,57.9,238.79,Month-to-Month,Fiber Optic,6,0
2513,35,55.36,3506.87,Month-to-Month,DSL,1,1
2514,11,33.25,4056.76,Month-to-Month,Fiber Optic,9,0
2515,64,87.23,3351.43,Two Year,No,9,1
2516,50,70.87,841.67,Month-to-Month,No,6,0
2517,21,92.11,606.14,Month-to-Month,Fiber Optic,9,0
2518,69,55.27,2907.01,Month-to-Month,Fiber Optic,2,1
2519,48,52.57,2067.43,One Year,DSL,6,0
2520,20,67.26,2202.58,Two Year,Fiber Optic,0,0
2521,67,107.74,4842.22,Month-to-Month,Fiber Optic,1,0
2522,44,24.03,3647.22,Month-to-Month,Fiber Optic,9,0
2523,33,100.48,2117.76,Month-to-Month,DSL,0,0
2524,61,56.9,193.59,One Year,Fiber Optic,8,0
2525,9,105.46,267.07,Month-to-Month,No,1,0
2526,68,100.22,3455.54,Two Year,No,1,0
2527,35,54.88,4204.92,Month-to-Month,Fiber Optic,5,0
2528,65,89.39,3567.74,Month-to-Month,DSL,6,0
2529,8,35.96,2088.85,Month-to-Month,DSL,1,0
2530,45,109.63,252.57,Two Year,No,3,0
2531,47,60.45,4840.27,One Year,DSL,2,0
2532,40,65.56,4933.05,Two Year,Fiber Optic,4,0
2533,54,90.58,2791.89,Month-to-Month,Fiber Optic,8,0
2534,46,102.08,446.29,Month-to-Month,Fiber Optic,1,0
2535,47,43.63,2750.77,Month-to-Month,Fiber Optic,4,0
2536,15,86.14,4472.46,Month-to-Month,No,7,0
2537,19,59.2,3431.93,Month-to-Month,DSL,5,0
2538,26,56.87,3627.95,Month-to-Month,Fiber Optic,3,1
2539,52,89.0,516.35,Month-to-Month,No,9,0
2540,22,58.72,621.91,Month-to-Month,No,7,0
2541,21,54.61,724.01,One Year,Fiber Optic,2,0
2542,51,103.59,4531.45,Month-to-Month,Fiber Optic,3,0
2543,38,30.13,2676.66,Two Year,No,8,0
2544,20,87.59,3978.72,Month-to-Month,Fiber Optic,4,0
2545,29,44.87,664.93,Two Year,Fiber Optic,5,0
2546,51,21.55,4645.45,Month-to-Month,DSL,1,0
2547,4,36.68,4123.6,Month-to-Month,DSL,8,0
2548,55,80.67,1201.34,Two Year,Fiber Optic,7,0
2549,71,90.91,4383.49,Month-to-Month,Fiber Optic,6,0
2550,28,22.11,1390.87,One Year,Fiber Optic,8,0
2551,4,23.64,1106.17,One Year,DSL,4,0
2552,22,110.25,1394.8,Month-to-Month,No,4,0
2553,45,27.33,4558.78,One Year,Fiber Optic,8,0
2554,67,109.42,4586.4,Two Year,Fiber Optic,4,0
2555,66,42.82,1712.08,Month-to-Month,No,8,0
2556,34,94.0,3556.63,One Year,DSL,0,0
2557,55,50.97,3411.15,One Year,Fiber Optic,9,0
2558,1,105.88,4052.16,Month-to-Month,Fiber Optic,9,1
2559,38,90.05,1552.9,Month-to-Month,Fiber Optic,7,0
2560,6,60.18,2599.68,Month-to-Month,Fiber Optic,2,1
2561,25,27.63,3371.6,One Year,DSL,7,1
2562,17,93.27,228.66,Two Year,Fiber Optic,4,0
2563,61,81.69,1946.02,One Year,DSL,1,0
2564,12,20.29,3509.85,Month-to-Month,DSL,8,1
2565,6,20.94,1337.72,Month-to-Month,No,3,0
2566,27,100.88,4792.75,Two Year,Fiber Optic,6,0
2567,8,45.94,247.79,Month-to-Month,No,7,0
2568,65,83.61,4794.63,Two Year,Fiber Optic,6,0
2569,57,65.42,1162.14,One Year,Fiber Optic,5,0
2570,40,106.34,339.23,Month-to-Month,No,6,0
2571,14,111.7,1533.12,Month-to-Month,No,3,0
2572,35,119.68,3952.78,Month-to-Month,DSL,9,1
2573,48,35.37,3786.97,One Year,No,0,0
2574,56,106.3,1123.32,Two Year,DSL,4,0
2575,49,46.6,1064.27,One Year,DSL,7,0
2576,13,79.08,3248.64,Month-to-Month,Fiber Optic,9,0
2577,61,70.58,2344.61,Month-to-Month,No,5,0
2578,49,21.8,3982.22,One Year,No,4,0
2579,46,113.28,218.25,Month-to-Month,DSL,1,0
2580,62,27.83,3091.02,One Year,Fiber Optic,9,1
2581,8,88.82,3680.29,Month-to-Month,No,4,0
2582,43,98.5,4967.59,Month-to-Month,DSL,9,0
2583,20,99.53,3426.03,Month-to-Month,Fiber Optic,2,0
2584,39,33.55,1236.04,Month-to-Month,Fiber Optic,1,0
2585,49,64.76,630.11,One Year,DSL,2,0
2586,64,102.94,3240.49,Month-to-Month,Fiber Optic,3,0
2587,62,50.27,2663.6,Two Year,DSL,1,0
2588,54,66.77,4505.81,Month-to-Month,DSL,3,1
2589,9,47.28,3660.38,Month-to-Month,DSL,3,0
2590,37,66.36,2597.74,Month-to-Month,Fiber Optic,5,0
2591,49,108.78,2077.59,Month-to-Month,Fiber Optic,4,0
2592,41,65.51,2081.44,Month-to-Month,Fiber Optic,6,0
2593,17,75.59,1208.89,Two Year,Fiber Optic,6,0
2594,21,60.4,184.9,Month-to-Month,DSL,2,1
2595,51,66.01,2917.06,Month-to-Month,No,8,0
2596,59,21.52,1140.83,Month-to-Month,Fiber Optic,6,0
2597,39,48.37,1120.8,Month-to-Month,DSL,6,0
2598,55,63.66,714.37,Month-to-Month,DSL,1,1
2599,41,83.38,1029.02,Two Year,DSL,9,0
2600,39,65.01,255.77,Month-to-Month,No,2,1
2601,13,53.78,3403.73,Month-to-Month,Fiber Optic,2,0
2602,64,58.81,2066.85,Two Year,Fiber Optic,5,0
2603,11,44.23,2851.47,Month-to-Month,DSL,3,0
2604,19,112.45,3221.09,Month-to-Month,Fiber Optic,3,0
2605,11,72.17,4865.17,Month-to-Month,No,0,0
2606,46,21.34,434.5,Month-to-Month,DSL,5,0
2607,45,21.94,2147.8,Month-to-Month,Fiber Optic,7,0
2608,1,117.3,1304.9,Two Year,No,7,0
2609,40,42.15,2435.89,Two Year,Fiber Optic,7,0
2610,19,100.56,4610.31,One Year,DSL,4,0
2611,61,25.83,3647.52,Month-to-Month,DSL,9,0
2612,12,112.12,3343.55,Two Year,DSL,5,0
2613,61,107.44,2262.1,Month-to-Month,No,4,0
2614,33,77.11,3388.45,Month-to-Month,Fiber Optic,3,0
2615,45,20.9,258.64,Month-to-Month,No,3,0
2616,69,45.78,2972.57,Month-to-Month,DSL,3,0
2617,8,60.68,2813.51,Two Year,Fiber Optic,3,0
2618,25,66.01,1798.54,One Year,DSL,5,0
2619,46,49.77,1087.42,One Year,DSL,5,0
2620,30,23.29,4057.02,One Year,DSL,4,0
2621,47,79.01,363.92,One Year,DSL,8,1
2622,49,72.42,441.4,Month-to-Month,No,7,0
2623,47,48.3,2258.56,Month-to-Month,DSL,9,0
2624,18,23.8,1337.52,Two Year,Fiber Optic,5,0
2625,66,119.46,3752.72,Month-to-Month,No,8,0
2626,68,68.2,3207.53,Two Year,No,4,1
2627,33,95.6,3885.42,Month-to-Month,DSL,9,0
2628,36,65.23,1690.93,Month-to-Month,No,3,1
2629,19,24.32,3728.54,Month-to-Month,DSL,5,0
2630,28,50.96,4325.29,Two Year,Fiber Optic,3,1
2631,40,52.01,1791.85,Month-to-Month,No,7,0
2632,15,103.84,1765.49,One Year,Fiber Optic,6,0
2633,41,85.42,4509.76,Month-to-Month,No,4,0
2634,39,47.54,343.97,One Year,No,9,0
2635,2,116.77,1815.93,Month-to-Month,DSL,5,1
2636,63,52.15,681.5,Month-to-Month,Fiber Optic,6,0
2637,29,119.82,242.0,Month-to-Month,DSL,1,1
2638,66,119.62,653.06,Month-to-Month,Fiber Optic,8,1
2639,51,39.12,2213.1,Month-to-Month,DSL,6,0
2640,10,51.27,3466.08,One Year,DSL,7,0
2641,14,68.6,1517.48,Month-to-Month,No,4,0
2642,51,86.41,4263.41,Month-to-Month,No,2,1
2643,39,72.8,2244.32,Month-to-Month,Fiber Optic,1,0
2644,28,116.94,4844.32,Month-to-Month,Fiber Optic,1,0
2645,3,92.4,4775.36,Month-to-Month,Fiber Optic,2,1
2646,70,41.2,3889.05,Month-to-Month,Fiber Optic,0,0
2647,27,30.51,4668.79,Month-to-Month,No,0,1
2648,2,88.84,3564.77,Month-to-Month,DSL,6,0
2649,38,35.85,4488.36,Month-to-Month,Fiber Optic,9,1
2650,3,98.77,1258.72,One Year,No,7,0
2651,16,51.1,1792.56,Month-to-Month,No,5,0
2652,40,52.69,3789.36,Month-to-Month,Fiber Optic,6,0
2653,2,21.08,2180.35,Month-to-Month,DSL,0,1
2654,41,90.1,4202.9,Month-to-Month,No,0,0
2655,12,31.33,4400.43,Month-to-Month,Fiber Optic,8,0
2656,35,97.29,1568.67,One Year,Fiber Optic,4,0
2657,65,69.19,4134.91,Month-to-Month,Fiber Optic,6,1
2658,55,98.43,855.89,Two Year,DSL,5,0
2659,45,78.39,1737.56,Month-to-Month,DSL,3,0
2660,62,28.24,2638.03,One Year,Fiber Optic,0,1
2661,49,96.57,1209.57,One Year,DSL,3,1
2662,25,26.98,2938.41,Month-to-Month,DSL,9,0
2663,23,67.87,2935.61,Month-to-Month,Fiber Optic,9,0
2664,24,37.23,1113.82,Month-to-Month,Fiber Optic,7,0
2665,38,95.23,3998.64,Two Year,DSL,0,1
2666,28,111.16,3195.06,Month-to-Month,DSL,1,1
2667,21,75.41,1657.03,Month-to-Month,No,7,1
2668,54,72.71,1237.71,Month-to-Month,DSL,1,0
2669,18,96.4,4405.88,Month-to-Month,DSL,9,0
2670,36,20.51,4195.14,Two Year,DSL,8,0
2671,45,111.78,1225.83,One Year,No,2,0
2672,53,39.74,274.47,Month-to-Month,Fiber Optic,2,0
2673,30,118.41,4042.21,Month-to-Month,DSL,5,1
2674,60,93.63,3115.99,Month-to-Month,DSL,2,0
2675,32,97.43,594.32,Two Year,Fiber Optic,8,1
2676,67,85.62,2978.06,Two Year,Fiber Optic,7,1
2677,67,67.17,2315.7,Month-to-Month,Fiber Optic,3,1
2678,28,77.16,3895.3,Month-to-Month,DSL,5,0
2679,44,24.64,1124.52,Two Year,DSL,7,0
2680,41,82.4,2320.47,Month-to-Month,Fiber Optic,3,0
2681,63,82.61,865.6,Month-to-Month,Fiber Optic,4,0
2682,23,109.12,4791.88,Month-to-Month,DSL,6,0
2683,48,70.57,3915.82,Month-to-Month,Fiber Optic,7,0
2684,32,27.71,3709.94,Month-to-Month,DSL,6,0
2685,57,50.62,3482.01,Two Year,Fiber Optic,7,1
2686,33,85.56,2174.35,Month-to-Month,Fiber Optic,3,1
2687,24,43.93,4624.08,Month-to-Month,No,0,0
2688,39,48.05,457.29,Month-to-Month,Fiber Optic,5,1
2689,34,102.05,4035.97,One Year,Fiber Optic,4,0
2690,56,78.43,1154.64,Month-to-Month,DSL,3,0
2691,28,70.85,1687.74,Month-to-Month,DSL,1,0
2692,37,51.85,2645.21,Month-to-Month,DSL,0,0
2693,7,93.09,3935.01,One Year,DSL,8,0
2694,68,48.77,4208.82,Month-to-Month,DSL,1,0
2695,37,93.71,2960.29,Month-to-Month,No,8,0
2696,56,27.01,2074.87,Month-to-Month,Fiber Optic,5,1
2697,65,106.45,4737.86,Month-to-Month,DSL,5,1
2698,65,69.96,1307.95,Two Year,DSL,1,1
2699,47,63.85,4035.16,One Year,DSL,5,0
2700,20,81.1,3099.04,Month-to-Month,DSL,2,0
2701,19,82.42,1946.79,Month-to-Month,DSL,6,0
2702,29,33.2,106.7,Month-to-Month,Fiber Optic,9,0
2703,60,95.62,2288.34,Month-to-Month,No,3,1
2704,18,47.59,1455.93,One Year,Fiber Optic,8,0
2705,35,110.5,611.3,Month-to-Month,Fiber Optic,4,1
2706,43,101.79,468.28,Month-to-Month,No,9,0
2707,11,54.63,1803.04,Two Year,DSL,2,0
2708,49,100.77,3112.31,Month-to-Month,DSL,0,0
2709,38,55.64,4203.84,Month-to-Month,Fiber Optic,0,0
2710,64,30.09,999.46,One Year,Fiber Optic,3,0
2711,69,116.19,2180.76,Two Year,Fiber Optic,9,0
2712,8,85.26,2020.59,One Year,DSL,9,0
2713,34,65.61,2615.63,One Year,No,3,0
2714,48,59.78,4066.98,Month-to-Month,DSL,8,0
2715,56,52.47,2812.86,Month-to-Month,Fiber Optic,7,0
2716,65,118.14,4248.61,Month-to-Month,No,3,0
2717,31,33.47,2640.9,One Year,DSL,5,0
2718,4,51.48,3058.85,Month-to-Month,No,6,1
2719,50,68.55,2243.18,Month-to-Month,Fiber Optic,9,0
2720,69,67.8,4133.17,Two Year,No,7,0
2721,30,67.14,4626.75,Month-to-Month,DSL,3,0
2722,59,37.58,3231.81,Month-to-Month,No,0,1
2723,67,34.49,4121.83,Month-to-Month,DSL,4,0
2724,45,45.48,389.12,Month-to-Month,Fiber Optic,0,0
2725,4,111.45,4539.95,Month-to-Month,Fiber Optic,3,0
2726,26,31.31,1025.73,Month-to-Month,DSL,6,0
2727,27,95.74,1356.95,Month-to-Month,DSL,6,0
2728,46,95.75,361.32,Month-to-Month,DSL,0,0
2729,64,100.98,4830.46,Month-to-Month,DSL,8,0
2730,51,108.66,4274.85,Month-to-Month,DSL,1,1
2731,50,46.3,4574.6,Month-to-Month,DSL,4,0
2732,6,42.46,4251.36,Month-to-Month,DSL,5,0
2733,59,66.55,2449.7,Month-to-Month,Fiber Optic,0,0
2734,15,46.51,4628.0,Two Year,Fiber Optic,1,1
2735,30,93.43,4850.42,Two Year,No,6,0
2736,42,83.59,2562.58,Month-to-Month,Fiber Optic,5,0
2737,37,107.5,960.56,Month-to-Month,DSL,5,0
2738,42,28.27,3327.25,Month-to-Month,Fiber Optic,5,1
2739,35,111.51,4879.65,One Year,Fiber Optic,6,0
2740,6,49.33,4373.52,Two Year,DSL,9,0
2741,68,69.07,4322.89,Month-to-Month,Fiber Optic,8,0
2742,18,63.86,4675.71,One Year,Fiber Optic,8,1
2743,29,96.03,4480.37,Two Year,No,1,1
2744,59,62.03,3903.78,Month-to-Month,Fiber Optic,1,0
2745,47,114.36,3619.54,Month-to-Month,Fiber Optic,4,0
2746,17,110.25,1397.36,Month-to-Month,DSL,9,0
2747,22,107.22,3144.57,Month-to-Month,Fiber Optic,6,0
2748,68,27.13,2655.29,Month-to-Month,DSL,2,0
2749,69,105.43,4323.53,One Year,Fiber Optic,2,0
2750,37,98.16,2509.39,Month-to-Month,Fiber Optic,3,0
2751,49,30.35,725.94,Month-to-Month,No,2,0
2752,13,30.74,124.37,Two Year,DSL,2,1
2753,34,30.12,3421.58,Month-to-Month,DSL,7,0
2754,53,21.13,2794.55,Month-to-Month,Fiber Optic,6,0
2755,51,74.86,1721.72,Month-to-Month,Fiber Optic,6,0
2756,3,117.34,927.96,Month-to-Month,DSL,9,1
2757,42,63.87,2386.91,Month-to-Month,DSL,1,1
2758,32,74.08,591.4,Two Year,DSL,8,0
2759,51,116.8,1746.93,Month-to-Month,Fiber Optic,5,0
2760,46,45.52,1958.14,Month-to-Month,No,2,1
2761,21,105.85,2381.53,Month-to-Month,DSL,8,0
2762,44,74.64,2386.44,Two Year,No,8,0
2763,11,76.95,1359.33,One Year,Fiber Optic,5,1
2764,68,54.32,4266.03,Two Year,DSL,9,1
2765,1,76.16,1842.16,Month-to-Month,Fiber Optic,5,0
2766,63,27.31,1224.98,Two Year,Fiber Optic,7,0
2767,24,96.46,961.47,Two Year,DSL,7,0
2768,13,48.47,1680.63,One Year,Fiber Optic,5,0
2769,11,108.76,431.01,Month-to-Month,Fiber Optic,6,1
2770,51,56.79,261.25,Month-to-Month,DSL,3,0
2771,17,34.28,3065.2,Month-to-Month,DSL,0,1
2772,24,89.59,3133.82,Month-to-Month,DSL,3,0
2773,19,36.46,2694.98,One Year,Fiber Optic,7,0
2774,37,95.37,3835.2,Month-to-Month,DSL,7,0
2775,8,116.81,291.84,Month-to-Month,Fiber Optic,1,0
2776,28,97.96,4686.27,Month-to-Month,Fiber Optic,6,0
2777,5,22.24,565.82,Month-to-Month,Fiber Optic,0,0
2778,17,79.99,3402.71,Month-to-Month,Fiber Optic,1,0
2779,36,89.54,753.64,Month-to-Month,DSL,7,1
2780,19,102.55,4411.54,One Year,No,9,0
2781,64,25.6,2602.5,Month-to-Month,Fiber Optic,3,0
2782,11,68.01,503.24,One Year,Fiber Optic,2,0
2783,54,73.54,3121.95,Month-to-Month,Fiber Optic,1,0
2784,45,36.91,144.64,Two Year,Fiber Optic,5,0
2785,47,52.24,3902.51,Month-to-Month,DSL,3,0
2786,12,64.02,3287.87,Month-to-Month,Fiber Optic,2,0
2787,21,103.32,1141.86,Month-to-Month,DSL,2,0
2788,11,112.94,1936.28,Month-to-Month,No,9,0
2789,5,82.84,138.25,Month-to-Month,Fiber Optic,2,0
2790,56,59.49,3499.05,One Year,DSL,7,0
2791,20,45.4,1681.07,Month-to-Month,Fiber Optic,8,0
2792,41,118.21,2900.79,Month-to-Month,DSL,8,0
2793,46,118.3,4787.97,One Year,DSL,4,0
2794,12,112.5,1567.39,Month-to-Month,Fiber Optic,0,0
2795,70,98.57,4952.17,Month-to-Month,Fiber Optic,9,1
2796,17,52.58,3200.37,Two Year,No,4,1
2797,19,101.7,1286.23,Month-to-Month,No,0,0
2798,26,60.88,2240.21,One Year,DSL,8,0
2799,48,52.68,3728.22,One Year,Fiber Optic,9,0
2800,52,94.49,2287.74,Two Year,No,7,1
2801,70,27.97,435.69,One Year,DSL,6,0
2802,55,24.86,926.16,Month-to-Month,Fiber Optic,1,0
2803,33,64.8,3977.36,Month-to-Month,No,1,1
2804,62,64.56,3277.03,Two Year,Fiber Optic,3,1
2805,23,109.56,2892.14,Month-to-Month,DSL,8,0
2806,15,32.62,921.35,Month-to-Month,No,8,0
2807,27,32.33,4205.01,Two Year,No,7,0
2808,64,34.75,4807.63,Month-to-Month,Fiber Optic,4,0
2809,51,22.97,300.35,Month-to-Month,DSL,6,0
2810,53,27.17,482.36,Month-to-Month,Fiber Optic,8,1
2811,51,85.99,4435.15,Month-to-Month,DSL,2,0
2812,47,63.16,4096.21,Month-to-Month,DSL,3,0
2813,4,96.36,3127.88,Two Year,Fiber Optic,1,0
2814,7,119.26,4730.33,One Year,No,8,0
2815,35,85.9,3267.51,One Year,No,6,0
2816,48,25.05,1158.33,Month-to-Month,Fiber Optic,5,0
2817,45,30.46,3670.35,Month-to-Month,Fiber Optic,4,1
2818,19,108.1,3263.98,Month-to-Month,DSL,6,0
2819,63,72.75,4930.15,Month-to-Month,No,2,0
2820,38,102.48,1148.09,Month-to-Month,Fiber Optic,4,1
2821,67,105.66,3029.64,Month-to-Month,No,1,1
2822,59,112.77,3922.82,Month-to-Month,Fiber Optic,4,0
2823,69,114.98,1761.02,Month-to-Month,Fiber Optic,6,0
2824,13,75.48,1960.43,Two Year,No,9,1
2825,47,54.1,4450.72,Month-to-Month,DSL,6,0
2826,61,116.19,2080.55,One Year,DSL,8,0
2827,31,74.74,3161.19,Month-to-Month,DSL,2,1
2828,22,26.43,4457.27,Month-to-Month,No,7,0
2829,43,84.28,1128.15,Month-to-Month,Fiber Optic,4,0
2830,67,78.77,4911.2,Month-to-Month,Fiber Optic,6,0
2831,54,109.58,3539.57,Month-to-Month,DSL,0,0
2832,10,85.32,2531.0,Month-to-Month,Fiber Optic,0,0
2833,42,54.91,2211.51,Two Year,Fiber Optic,3,0
2834,64,116.62,4776.39,Month-to-Month,DSL,4,0
2835,21,100.16,1108.05,Month-to-Month,No,9,0
2836,66,83.04,1627.25,Month-to-Month,DSL,2,0
2837,41,49.29,1608.18,Month-to-Month,DSL,5,0
2838,24,57.35,1516.13,One Year,DSL,2,1
2839,35,87.0,2395.84,Month-to-Month,DSL,4,0
2840,56,27.2,4946.98,Month-to-Month,Fiber Optic,0,0
2841,30,45.67,4455.06,Month-to-Month,DSL,2,0
2842,57,91.39,1706.95,One Year,No,6,0
2843,47,68.0,2172.06,Month-to-Month,DSL,2,0
2844,35,60.24,3380.46,Two Year,Fiber Optic,4,1
2845,19,35.15,184.04,Month-to-Month,Fiber Optic,6,1
2846,8,64.18,4118.75,One Year,Fiber Optic,1,0
2847,26,97.07,4411.01,Two Year,DSL,2,0
2848,71,46.4,4300.28,One Year,No,3,1
2849,30,20.54,1937.77,Month-to-Month,Fiber Optic,4,0
2850,7,86.85,2363.8,Month-to-Month,DSL,8,1
2851,67,117.26,160.7,Month-to-Month,Fiber Optic,8,0
2852,65,80.68,2057.04,Month-to-Month,Fiber Optic,3,0
2853,36,31.99,2356.09,Month-to-Month,No,8,1
2854,25,52.07,4544.17,One Year,DSL,3,0
2855,37,106.76,4480.54,Month-to-Month,DSL,1,0
2856,1,43.26,4833.88,Month-to-Month,DSL,9,0
2857,15,80.77,4437.01,One Year,DSL,0,1
2858,37,60.27,140.18,Month-to-Month,Fiber Optic,6,0
2859,13,40.78,3243.16,One Year,Fiber Optic,3,1
2860,8,101.34,434.36,Two Year,DSL,7,0
2861,5,94.28,1435.71,Two Year,DSL,7,1
2862,60,86.16,2933.71,One Year,DSL,7,0
2863,1,43.63,3533.01,Month-to-Month,Fiber Optic,5,0
2864,36,29.79,3307.7,Month-to-Month,No,8,1
2865,35,77.62,340.39,Month-to-Month,DSL,3,0
2866,66,75.37,607.66,Month-to-Month,DSL,4,1
2867,63,38.84,730.08,Month-to-Month,Fiber Optic,3,0
2868,23,25.62,547.93,One Year,No,4,0
2869,9,28.07,973.35,Month-to-Month,Fiber Optic,1,0
2870,34,119.28,3473.59,Month-to-Month,DSL,4,0
2871,46,98.36,4171.1,One Year,DSL,9,1
2872,4,112.2,2103.19,Month-to-Month,Fiber Optic,7,1
2873,30,39.51,3494.63,Month-to-Month,Fiber Optic,8,0
2874,3,116.06,1080.08,Month-to-Month,DSL,6,0
2875,14,34.27,4869.07,One Year,DSL,6,0
2876,60,70.91,1814.99,One Year,Fiber Optic,5,1
2877,45,102.97,4244.75,One Year,DSL,1,1
2878,34,54.98,4732.3,Month-to-Month,Fiber Optic,9,0
2879,45,62.48,4337.1,One Year,DSL,9,1
2880,61,32.82,428.63,Month-to-Month,Fiber Optic,8,0
2881,16,32.29,3286.51,Month-to-Month,DSL,4,0
2882,66,81.96,688.44,Month-to-Month,No,5,0
2883,40,87.55,127.75,Month-to-Month,DSL,0,0
2884,17,97.73,353.74,Month-to-Month,DSL,4,0
2885,34,75.67,4589.13,One Year,No,5,0
2886,16,84.58,4551.47,Month-to-Month,No,9,1
2887,60,21.35,1206.54,Month-to-Month,DSL,1,0
2888,66,36.22,2780.6,Month-to-Month,No,6,0
2889,66,118.49,4779.64,Month-to-Month,DSL,3,0
2890,13,27.6,2533.86,Month-to-Month,Fiber Optic,4,0
2891,56,87.88,2028.53,Two Year,DSL,2,0
2892,31,37.61,2467.92,Two Year,DSL,4,0
2893,34,91.67,3972.06,One Year,Fiber Optic,3,0
2894,39,90.6,2438.66,One Year,Fiber Optic,9,0
2895,67,43.42,3938.06,Month-to-Month,Fiber Optic,5,1
2896,8,46.96,2215.32,One Year,Fiber Optic,1,0
2897,55,85.48,1334.83,Month-to-Month,No,2,1
2898,27,59.01,1699.72,Month-to-Month,DSL,9,0
2899,53,39.45,481.33,Month-to-Month,DSL,0,1
2900,39,93.17,2537.17,Month-to-Month,Fiber Optic,6,0
2901,65,35.41,825.74,Month-to-Month,DSL,8,1
2902,17,105.56,4076.58,Month-to-Month,Fiber Optic,1,0
2903,30,71.47,2160.89,Month-to-Month,Fiber Optic,6,0
2904,53,30.57,3848.51,One Year,DSL,2,1
2905,13,89.41,4776.86,Month-to-Month,No,4,1
2906,21,71.92,4262.44,Month-to-Month,DSL,5,1
2907,19,49.81,4762.17,Two Year,DSL,7,0
2908,53,62.25,2882.89,Month-to-Month,DSL,3,0
2909,19,49.83,910.09,Two Year,DSL,1,0
2910,57,46.3,4683.44,One Year,DSL,2,0
2911,25,36.36,4355.67,Month-to-Month,Fiber Optic,7,1
2912,31,56.28,4335.62,Month-to-Month,Fiber Optic,6,0
2913,55,45.1,3497.04,Month-to-Month,No,5,1
2914,23,88.34,3162.09,Month-to-Month,DSL,4,0
2915,32,88.39,172.15,Month-to-Month,DSL,4,1
2916,62,70.18,3765.46,Month-to-Month,No,0,0
2917,10,97.79,548.52,Month-to-Month,DSL,5,0
2918,54,104.13,1372.78,Month-to-Month,No,8,0
2919,52,77.98,2802.3,Month-to-Month,No,7,1
2920,20,81.89,2313.49,One Year,No,9,1
2921,32,48.29,177.29,Month-to-Month,DSL,0,0
2922,14,109.49,4137.53,One Year,DSL,5,0
2923,50,22.42,4406.12,Month-to-Month,Fiber Optic,2,0
2924,28,54.86,3441.18,One Year,Fiber Optic,5,0
2925,53,92.18,2751.23,Month-to-Month,DSL,8,1
2926,24,28.01,4807.62,Month-to-Month,Fiber Optic,5,0
2927,22,38.32,687.79,Month-to-Month,DSL,7,0
2928,30,78.93,3715.76,Month-to-Month,Fiber Optic,5,0
2929,63,76.0,728.97,Month-to-Month,No,5,0
2930,4,93.89,1971.04,Month-to-Month,DSL,6,1
2931,59,101.26,2968.87,Month-to-Month,DSL,9,0
2932,8,32.86,3711.73,Month-to-Month,DSL,3,0
